"","ODFW_ID","OSU_ID","Year","WMU","Latitude","Longitude","Sex","DAN","Nloci","C273.1","C273.2","C89.1","C89.2","OdhE.1","OdhE.2","SBTD05.1","SBTD05.2","SBTD06.1","SBTD06.2","T159s.1","T159s.2","T7.1","T7.2"
"944","16.G6.C3.22.02","SaD3751",2022,"Santiam",44.6011900010805,-122.545935999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","16.G6.C3.22.03","SaD3752",2022,"Santiam",44.6013160010805,-122.545824999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","16.G6.C3.22.04","SaD3753",2022,"Santiam",44.6013320010805,-122.545781999995,"m","116","6","142","154","159","179","149","149","137","137","195","195","191","203",NA,NA
"947","16.G6.C3.22.05","SaD3754",2022,"Santiam",44.6015190010805,-122.545513999995,NA,NA,"1",NA,NA,"179","179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","16.G6.C3.22.06","SaD3755",2022,"Santiam",44.6025890010805,-122.545082999995,"f","226","7","146","154","159","175","149","149","113","141","195","195","219","219","227","231"
"949","16.G6.C3.22.07","SaD3756",2022,"Santiam",44.6034720010805,-122.543134999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","16.G6.C3.22.08","SaD3757",2022,"Santiam",44.6033930010805,-122.543385999995,"m","116","6","142","154","159","179","149","149","137","137","195","195","191","203",NA,NA
"951","16.G6.C3.22.09","SaD3758",2022,"Santiam",44.6004380010804,-122.541935999995,NA,NA,"2",NA,NA,"179","179",NA,NA,"113","113",NA,NA,NA,NA,NA,NA
"952","16.G6.C3.22.10","SaD3759",2022,"Santiam",44.6002470010804,-122.541755999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","16.G6.C3.22.11","SaD3760",2022,"Santiam",44.6002000010805,-122.542157999995,NA,NA,"2",NA,NA,NA,NA,"149","149",NA,NA,"195","195",NA,NA,NA,NA
"954","16.G6.C3.22.12","SaD3761",2022,"Santiam",44.5966810010804,-122.540192999995,"f","227","6","146","154","179","179","149","149","113","137","191","195","207","207",NA,NA
